"user_id","game_name","payment_date","revenue_amount_usd"
An7gG7hfETivAjfokQv3Ww==,game 3,2022-08-25,24.72
"2onLVyXEEj2aH+D4N9ldYQ==",game 3,2022-12-09,25.98
oQQmPjqm7DR+exPmp6xDhg==,game 3,2022-11-04,13.53
EPRgsEIjWdzmRbzsHZ48zg==,game 3,2022-09-28,21.69
zSepnWFgLH0tQb1s4mxKZQ==,game 3,2022-04-13,25.47
HQB3hZuYcu0z8jVIl5bbug==,game 3,2022-10-02,23.85
FLqAK4qKiMkvlLBgGwbBnQ==,game 3,2022-09-24,20.46
jVhb69DTRT5TSWYEiUrlbg==,game 3,2022-06-18,27.96
WSQTlRZJRg4Rb+rqe56nJg==,game 3,2022-11-29,17.67
gPRMy8HkmaiyX+13OxuP/A==,game 3,2022-11-14,29.34
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-08-13,16.56
BE42Fj9cBAbbch80IpA8Dw==,game 3,2022-09-04,15.57
lCD23Awt3KotauWenCRr5w==,game 3,2022-07-05,22.98
"06RPvlsFPCmM9ag+iSM/Ag==",game 3,2022-09-09,28.17
gT0iqDKuIXNm4ceMd9eZ1A==,game 3,2022-09-21,12.06
FLqAK4qKiMkvlLBgGwbBnQ==,game 3,2022-08-02,21.27
v9uJC6CIm0KR00+LpWQUBg==,game 3,2022-12-27,25.41
URpBYMANMt6h5bDmQtNfwg==,game 3,2022-12-23,21.12
VsqfOK9/JhBXzScG5Ybudg==,game 3,2022-11-04,15.66
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-09-15,21.36
"7vnYIRqjBNlAyBbtPg02tQ==",game 3,2022-08-13,30.9
"75lEf3nSWLSf6GncqhR9gQ==",game 3,2022-04-23,15.69
RiIlY436bXNX8MIW9vUaAQ==,game 3,2022-09-29,23.19
rw8yxS9+t5PvgINa7EhMvQ==,game 3,2022-09-27,17.58
bBOj8UKjraXzMIPrGBdCrQ==,game 3,2022-09-08,15.96
hi1ErLiMLDP0HWvMqLKv6g==,game 3,2022-11-17,15.09
orbgZNBGuhZZx63HTAbyIw==,game 3,2022-06-04,29.25
YC2fZQTQXV2UR1/WHDrVqw==,game 3,2022-10-13,16.05
wDXJbTe2RLmAMKsPm5zZDg==,game 3,2022-10-09,29.88
"7GCGwypiXsxGxetp6/KmnA==",game 3,2022-11-21,17.07
"75lEf3nSWLSf6GncqhR9gQ==",game 3,2022-09-09,13.8
"0A5RkQrm+GBgG7KSFk/xhw==",game 3,2022-07-13,22.71
ZgTMXDOYCQOiAw4VI8H7AA==,game 3,2022-08-25,22.29
er3/fOrRpmyqiRaC0CaFcg==,game 3,2022-06-11,18.93
LWAxWBdiFs/25YxI4ZGthA==,game 3,2022-05-03,14.88
fq8oNQ55zdVqL3GK0IjuYg==,game 3,2022-10-24,16.83
pz7LUOs9i7xgncmHVxQvOw==,game 3,2022-03-22,20.22
v9uJC6CIm0KR00+LpWQUBg==,game 3,2022-12-17,16.62
bBOj8UKjraXzMIPrGBdCrQ==,game 3,2022-08-27,12.15
dpfu6t8G4blqMn55KM8bSg==,game 3,2022-08-05,20.97
"2Tm77AxZ7h7oCNKgCgMpnQ==",game 3,2022-05-14,30.51
F9Jtg6+0qPUKWDgBJxG8cA==,game 3,2022-11-01,22.14
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,2022-11-18,25.56
C6w5XTf8lIfc+VFmC7/bVw==,game 3,2022-07-21,14.25
gT0iqDKuIXNm4ceMd9eZ1A==,game 3,2022-08-22,31.17
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-05-18,30.39
IdKyooyTjAbvCA7p+ujKCw==,game 3,2022-06-08,28.35
ildaqkizLaFesmkjCvlzmQ==,game 3,2022-11-03,12.12
"3iITAz/ADjFv3PDTgTjxSg==",game 3,2022-09-01,18.72
G9053rs6jbKItKUhrUdLew==,game 3,2022-11-29,16.29
er3/fOrRpmyqiRaC0CaFcg==,game 3,2022-05-08,47.22
G073LR6lQoatStpZMzNVOQ==,game 3,2022-11-27,26.19
"2onLVyXEEj2aH+D4N9ldYQ==",game 3,2022-12-01,27.06
xSi5UajdkNHXppWOTm6g8w==,game 3,2022-08-27,24.18
crKNTIblJ0113SKEtSJQHw==,game 3,2022-07-02,30.87
zSepnWFgLH0tQb1s4mxKZQ==,game 3,2022-04-04,31.89
Y/nf8iBu/UCaNAuIRRjVwA==,game 3,2022-03-21,24.27
Yh9mYycPmc8CH9Rbjhu3ZQ==,game 3,2022-08-24,17.94
ildaqkizLaFesmkjCvlzmQ==,game 3,2022-07-21,17.07
NntDesROB4ANrudTCXEScA==,game 3,2022-11-12,14.28
eCd4MBHIR4qUWapg05TFLQ==,game 3,2022-06-02,13.47
gT0iqDKuIXNm4ceMd9eZ1A==,game 3,2022-11-13,13.08
TWDA+aUZ8OPMHOtz5cPPXA==,game 3,2022-06-05,14.07
"8ncYOMYXeKDelzX40EnuLA==",game 3,2022-08-22,16.56
ytNOQh7e6qNGQNC0T3RBxw==,game 3,2022-10-13,17.82
dQAFHVkiiCKfawYALbHZeA==,game 3,2022-08-03,14.64
v9uJC6CIm0KR00+LpWQUBg==,game 3,2022-10-19,13.68
xiXTXOEbWU+HnGOUmgc9/w==,game 3,2022-04-23,16.77
ABuPH1LovAomZwU+2iw0Lw==,game 3,2022-08-04,21.96
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-08-18,16.8
pLOCMIX+imLIzoDehgdOPA==,game 3,2022-06-24,14.76
r9AjQVS2nstu5lpVmDlihA==,game 3,2022-08-29,17.25
r9AjQVS2nstu5lpVmDlihA==,game 3,2022-12-19,14.67
crKNTIblJ0113SKEtSJQHw==,game 3,2022-12-12,12.42
aQDvOXzsDAJWi3Y47ptRPg==,game 3,2022-04-23,15.21
+osJakLn8jv4bzFmPieelw==,game 3,2022-12-01,15.0
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,2022-05-23,15.15
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,2022-08-28,38.91
+uszcWROLhovU7doCmFOiQ==,game 2,2022-10-14,17.61
fFqrZjaytcDUnW57W7PRJA==,game 3,2022-12-07,19.17
nPrRQwP3UZo2KBlM2mJ8fg==,game 3,2022-06-29,13.5
cp2QvW7HEEyNYKZRQ+RvyA==,game 3,2022-12-28,14.85
nklUUkirU5GYU5ZtNOgx8w==,game 3,2022-08-06,13.92
"75lEf3nSWLSf6GncqhR9gQ==",game 3,2022-07-11,15.42
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-09-11,24.99
MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,2022-11-15,28.08
PydH3c1l9bUvwz7hsiaBOg==,game 3,2022-08-24,32.55
tBFTAZra3r5TkHhDubnYyg==,game 3,2022-11-29,17.25
"6We7zBO7mVbNxGEl/xPKVg==",game 3,2022-10-03,51.51
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-08-04,18.93
NntDesROB4ANrudTCXEScA==,game 3,2022-11-28,13.35
wjWDL/+l9D+LVt/9gNMH5Q==,game 3,2022-09-10,16.08
"7BqUeLmbiug63XrWs2+ZQQ==",game 3,2022-09-04,14.01
WDsSR+yQGqoMMBfCxqkZlw==,game 3,2022-07-14,29.61
ux4Q9iTbOyaU1c/0SKvF7w==,game 3,2022-11-08,35.13
ShEJVi+TtuQlvdw2uetd/Q==,game 3,2022-04-29,21.6
Hamw6F2EZmJfI2glmE2NEg==,game 3,2022-04-26,18.66
hi1ErLiMLDP0HWvMqLKv6g==,game 3,2022-07-28,12.69
"2be8IOVjt9pzDDEVqZwIKQ==",game 3,2022-12-14,30.93
G9053rs6jbKItKUhrUdLew==,game 3,2022-11-16,16.02
G073LR6lQoatStpZMzNVOQ==,game 3,2022-11-29,24.93
xnLJlU804PSS9tXKmm7gZQ==,game 3,2022-12-04,20.88
Z7/6qvk8WKH3uR6IMYlCxw==,game 3,2022-11-19,19.05
"3KHhqZr7/1n2+bTP13WuXA==",game 3,2022-06-22,14.13
lP6BWSFF4OZeWp0jrAHY9g==,game 3,2022-11-23,15.84
Wi8qtp9drPDZD0laCPi2Ng==,game 3,2022-09-21,26.64
qmZRB16NnnCdNHWUcSyVDQ==,game 3,2022-07-25,16.02
crKNTIblJ0113SKEtSJQHw==,game 3,2022-09-26,17.7
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-05-25,28.89
rw8yxS9+t5PvgINa7EhMvQ==,game 3,2022-09-21,18.72
+osJakLn8jv4bzFmPieelw==,game 3,2022-09-27,16.68
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-07-16,25.44
wDXJbTe2RLmAMKsPm5zZDg==,game 3,2022-10-24,15.3
QZBiEFECZAgVl5IkN9/cFw==,game 3,2022-09-20,57.45
"8ncYOMYXeKDelzX40EnuLA==",game 3,2022-07-08,21.81
cjAwQwy//1xm2O5pNRveqw==,game 3,2022-10-29,22.8
Y/nf8iBu/UCaNAuIRRjVwA==,game 3,2022-07-30,23.79
qqYyR2vRI+7pgiuyTnVM+A==,game 3,2022-05-19,20.94
rw8yxS9+t5PvgINa7EhMvQ==,game 3,2022-07-29,12.03
B4b6v6eUHvAVOeAQk6EEiw==,game 3,2022-12-07,20.64
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-04-21,15.0
HWpnvfSvYzUsQCcCKhetIg==,game 3,2022-12-03,31.56
GetHmCsisRTAnwhuBEMa9Q==,game 3,2022-11-24,33.24
eoqO46DzxSrKA2rredUNyQ==,game 3,2022-07-29,32.55
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-08-15,12.72
jVhb69DTRT5TSWYEiUrlbg==,game 3,2022-12-07,26.82
XqdSNtx2TLDI6FMex45KTw==,game 3,2022-10-25,17.13
An7gG7hfETivAjfokQv3Ww==,game 3,2022-11-15,24.81
DqezK7HAqZ+GovyRuzxD1A==,game 3,2022-04-19,18.36
W6fRYNhsTNHQkvkoFEUaVQ==,game 3,2022-10-30,19.44
+XPKfmhBmI2NdGQ96Iaysg==,game 3,2022-07-20,14.16
ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,2022-07-07,14.22
T+RA0/fgzbUBLF89D4AEDA==,game 3,2022-09-28,18.51
F03P4YcFbbtcWUlujjIQmQ==,game 3,2022-10-02,16.29
An7gG7hfETivAjfokQv3Ww==,game 3,2022-08-01,21.96
DAMO0tILVRlXZhYONdvs0Q==,game 3,2022-07-29,32.73
Grpkzd4XIHh+ZbTMNxnUGg==,game 3,2022-05-10,13.89
"3KHhqZr7/1n2+bTP13WuXA==",game 3,2022-09-15,30.63
va4krMfpHwzELV/AUI7WHQ==,game 3,2022-09-05,22.05
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-11-12,12.87
"8ncYOMYXeKDelzX40EnuLA==",game 3,2022-12-29,23.52
L+wA3BIaEKSpxf2uqmtJxQ==,game 3,2022-12-13,18.21
ABuPH1LovAomZwU+2iw0Lw==,game 3,2022-09-07,19.56
oQQmPjqm7DR+exPmp6xDhg==,game 3,2022-07-25,12.42
"2onLVyXEEj2aH+D4N9ldYQ==",game 3,2022-10-30,28.53
HWpnvfSvYzUsQCcCKhetIg==,game 3,2022-11-10,30.81
OU1FxSli7e6szUGr2+7M9A==,game 3,2022-12-27,15.87
"6We7zBO7mVbNxGEl/xPKVg==",game 3,2022-12-31,18.18
RwtKwrRSrVpyAMRaDyhr8g==,game 3,2022-06-24,20.76
qEF/fPDQLJPXIx6RiSIP1A==,game 3,2022-09-04,23.34
q+yzIb2a/avnS9k89SDQVw==,game 3,2022-11-04,26.52
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,2022-12-01,16.02
zPcHw1fZkSGh7nJeVe2QYw==,game 3,2022-12-25,23.37
m7Hk77dySHBbxrKgro1Hjg==,game 3,2022-11-10,13.89
L8+KU8u6xftnkFVO501X7w==,game 3,2022-08-25,14.55
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,2022-05-13,15.24
B8zuTsAC2iJ98u2nlv/fUw==,game 3,2022-05-17,27.66
eoqO46DzxSrKA2rredUNyQ==,game 3,2022-10-13,21.81
V7J42heW8l19wiBJ8UpRyw==,game 3,2022-03-31,12.3
zmZPan/KZoyrIR2r/SvLdA==,game 3,2022-07-02,22.95
qEF/fPDQLJPXIx6RiSIP1A==,game 3,2022-11-01,15.12
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-08-04,18.6
"3iITAz/ADjFv3PDTgTjxSg==",game 3,2022-04-03,40.59
ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,2022-05-04,14.01
c5qsNfxhW80Ws3aBXDa1nA==,game 3,2022-09-18,24.33
"6We7zBO7mVbNxGEl/xPKVg==",game 3,2022-07-14,26.61
IdKyooyTjAbvCA7p+ujKCw==,game 3,2022-07-17,21.48
"787jk0VnxM8/sv/0TkvO6A==",game 3,2022-06-10,17.91
AN9at3LlvDamqXq8dvHD4w==,game 3,2022-08-02,17.79
kGxMA4SONgR8wL4JeeX8PQ==,game 3,2022-12-23,14.94
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,2022-04-14,31.05
jQW6YmVUlZdePPY7F9NgMg==,game 3,2022-11-01,16.74
"6We7zBO7mVbNxGEl/xPKVg==",game 3,2022-09-08,16.38
gPRMy8HkmaiyX+13OxuP/A==,game 3,2022-09-04,25.77
ZmjMhgyYl6o8iFq964FEWg==,game 3,2022-08-25,22.23
rw8yxS9+t5PvgINa7EhMvQ==,game 3,2022-07-10,16.02
WMcncRFNp4e91e/Y3CwEvQ==,game 3,2022-12-17,17.13
sCKPcG1GIuOo593nRuu1Cw==,game 3,2022-11-30,17.31
lJW2nxFOiXDfsmSrwGsFQw==,game 3,2022-10-26,23.79
bZDMuXKM3RFajmZa/yIpsw==,game 3,2022-10-17,23.55
b85g/xLxpBpMH/joxym4fA==,game 3,2022-11-03,14.82
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,2022-07-08,21.03
pLOCMIX+imLIzoDehgdOPA==,game 3,2022-10-14,17.82
JBV4ilPNTtWevrqq146kyg==,game 3,2022-06-21,16.38
eoqO46DzxSrKA2rredUNyQ==,game 3,2022-10-25,24.42
Uen3Ap0lnrgWVWJtFCSo7g==,game 3,2022-06-08,23.16
Hamw6F2EZmJfI2glmE2NEg==,game 3,2022-08-03,13.29
ZmjMhgyYl6o8iFq964FEWg==,game 3,2022-04-02,27.57
"0A5RkQrm+GBgG7KSFk/xhw==",game 3,2022-06-28,16.23
HQB3hZuYcu0z8jVIl5bbug==,game 3,2022-10-10,16.56
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,2022-07-06,16.89
ZmjMhgyYl6o8iFq964FEWg==,game 3,2022-08-21,17.97
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,2022-11-03,23.79
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-06-09,22.35
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,2022-07-19,32.16
"4b7l8C489HEJirtoe7xtFg==",game 3,2022-07-08,28.14
"75lEf3nSWLSf6GncqhR9gQ==",game 3,2022-06-02,15.75
QZBiEFECZAgVl5IkN9/cFw==,game 3,2022-06-05,25.53
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-08-30,26.1
va4krMfpHwzELV/AUI7WHQ==,game 3,2022-10-06,17.34
DAMO0tILVRlXZhYONdvs0Q==,game 3,2022-10-24,17.73
Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,2022-04-19,12.72
B8zuTsAC2iJ98u2nlv/fUw==,game 3,2022-10-14,15.18
"5fGaUgWk82R8c6U6A5d9pg==",game 3,2022-12-03,17.28
"4b7l8C489HEJirtoe7xtFg==",game 3,2022-06-11,22.83
qEF/fPDQLJPXIx6RiSIP1A==,game 3,2022-11-11,14.73
"4pssft0TgDfiQexjbe25lw==",game 3,2022-06-02,14.76
"1KzlDBp5hORL7Y5PBaB+0g==",game 3,2022-09-18,17.82
F03P4YcFbbtcWUlujjIQmQ==,game 3,2022-07-22,14.97
QZBiEFECZAgVl5IkN9/cFw==,game 3,2022-07-10,30.69
F03P4YcFbbtcWUlujjIQmQ==,game 3,2022-09-02,22.23
W6fRYNhsTNHQkvkoFEUaVQ==,game 3,2022-05-21,16.56
cf5XFmP0Lfqw6irFBYfWwQ==,game 3,2022-12-25,21.03
dVTYjVpXbOM/sOgCq4CV0g==,game 3,2022-10-08,35.82
crKNTIblJ0113SKEtSJQHw==,game 3,2022-05-24,19.11
ilnMSoPJHAYMegDX02XG+w==,game 3,2022-05-20,20.04
RUjQVs2C+H0ejG0h7x1f5A==,game 3,2022-08-18,18.6
tBFTAZra3r5TkHhDubnYyg==,game 3,2022-11-04,22.74
WMcncRFNp4e91e/Y3CwEvQ==,game 3,2022-08-05,19.38
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-11-05,28.35
eoqO46DzxSrKA2rredUNyQ==,game 3,2022-09-29,13.89
"72brUr/DKItStlTen5pHYg==",game 3,2022-09-10,18.3
MJrNeNCAIVBe/OSRGhrelw==,game 3,2022-10-08,12.0
lCD23Awt3KotauWenCRr5w==,game 3,2022-05-17,31.02
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-08-07,12.93
qmZRB16NnnCdNHWUcSyVDQ==,game 3,2022-06-17,18.96
dVTYjVpXbOM/sOgCq4CV0g==,game 3,2022-11-21,14.73
xSi5UajdkNHXppWOTm6g8w==,game 3,2022-11-10,23.7
"7zai/c69uF/NhB95HgKuYw==",game 3,2022-08-25,20.46
/ANyXfGUGtUS/bPw0/nW/w==,game 3,2022-11-21,12.93
gxZPbCoYIu8slavUm05KGA==,game 3,2022-08-19,19.8
dAiAPbpgrBYKg4Rn7nbu4g==,game 3,2022-11-10,20.85
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-11-25,35.43
"1KzlDBp5hORL7Y5PBaB+0g==",game 3,2022-11-03,16.8
cf1ykPUohKTUjtI6cAMhVw==,game 2,2022-10-10,12.24
dpfu6t8G4blqMn55KM8bSg==,game 3,2022-08-26,16.53
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-10-21,23.34
sCKPcG1GIuOo593nRuu1Cw==,game 3,2022-12-17,19.32
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-08-02,13.86
OAAGTJfPU2ECPJT1KYm2ZQ==,game 3,2022-11-19,23.73
BLnx9pj0y+SVkckLR/01qw==,game 3,2022-11-17,22.89
"5n2VR2SS79K3vJ0/V2A8RQ==",game 3,2022-08-21,18.45
WSQTlRZJRg4Rb+rqe56nJg==,game 3,2022-06-20,14.7
pz7LUOs9i7xgncmHVxQvOw==,game 3,2022-04-25,19.5
fuL+cD0zV6Gn4ypTYmXUgw==,game 3,2022-12-13,14.97
BDvlXttM/hbupcLic+5ZWg==,game 3,2022-08-19,13.59
sQqTFx1o31w2foAIr2LKNw==,game 3,2022-09-19,32.64
"3Xuq0acIoGEgw19qflIoog==",game 3,2022-09-29,17.7
v9uJC6CIm0KR00+LpWQUBg==,game 3,2022-07-11,20.64
sQqTFx1o31w2foAIr2LKNw==,game 3,2022-08-18,17.85
BLnx9pj0y+SVkckLR/01qw==,game 3,2022-09-05,14.1
"06RPvlsFPCmM9ag+iSM/Ag==",game 3,2022-04-06,12.03
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-03-05,16.38
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-06-14,26.16
V7J42heW8l19wiBJ8UpRyw==,game 3,2022-04-11,14.7
bBOj8UKjraXzMIPrGBdCrQ==,game 3,2022-09-20,13.11
L+wA3BIaEKSpxf2uqmtJxQ==,game 3,2022-11-20,17.82
crKNTIblJ0113SKEtSJQHw==,game 3,2022-06-07,29.97
iw2tiT4Ar7pk2PlF0Jd6Yw==,game 3,2022-12-10,27.72
nPrRQwP3UZo2KBlM2mJ8fg==,game 3,2022-06-09,29.01
VAduzk1Og0uicXfMLD3VbQ==,game 3,2022-08-09,21.72
va4krMfpHwzELV/AUI7WHQ==,game 3,2022-12-03,21.87
"787jk0VnxM8/sv/0TkvO6A==",game 3,2022-11-24,14.49
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,2022-07-24,26.1
qEF/fPDQLJPXIx6RiSIP1A==,game 3,2022-08-03,30.84
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-11-06,25.62
mEtO8F+CRPGmaJ8SHa7BbA==,game 3,2022-08-25,14.64
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,2022-11-09,14.97
W6fRYNhsTNHQkvkoFEUaVQ==,game 3,2022-07-07,33.27
SyWxmJ+Ha8K2C9UJt8blVA==,game 3,2022-11-30,14.19
Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,2022-04-27,18.6
qEF/fPDQLJPXIx6RiSIP1A==,game 3,2022-08-25,17.67
"0A5RkQrm+GBgG7KSFk/xhw==",game 3,2022-11-22,12.15
orbgZNBGuhZZx63HTAbyIw==,game 3,2022-09-03,19.2
HRBsRwGu5mkTvZBTNpA0tQ==,game 3,2022-05-23,20.85
"8ncYOMYXeKDelzX40EnuLA==",game 3,2022-07-15,22.56
"7SeM1pmnTTTXfhI+x3ldng==",game 3,2022-04-02,14.01
G073LR6lQoatStpZMzNVOQ==,game 3,2022-09-27,17.88
sCKPcG1GIuOo593nRuu1Cw==,game 3,2022-12-23,24.84
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-09-18,20.58
"4pssft0TgDfiQexjbe25lw==",game 3,2022-11-15,23.61
xiXTXOEbWU+HnGOUmgc9/w==,game 3,2022-04-11,21.99
OYDRFRAiT1uYAqbWXOwRfw==,game 3,2022-12-10,29.19
GEAVJz1gd3SThbDZR01fcA==,game 3,2022-06-13,12.15
URpBYMANMt6h5bDmQtNfwg==,game 3,2022-12-14,25.47
nklUUkirU5GYU5ZtNOgx8w==,game 3,2022-04-11,19.11
Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,2022-08-15,18.84
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,2022-10-25,26.55
WAdVK2sJHdBL0bCFyVa0ww==,game 3,2022-04-23,24.09
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-09-10,18.36
"7BqUeLmbiug63XrWs2+ZQQ==",game 3,2022-12-20,27.12
"6NexxpTuLaFmuoksJ0l8rg==",game 3,2022-12-14,16.56
RwtKwrRSrVpyAMRaDyhr8g==,game 3,2022-05-21,24.06
fvYhEtD56gROaXqCi9/z/Q==,game 3,2022-09-05,30.24
F03P4YcFbbtcWUlujjIQmQ==,game 3,2022-12-27,15.96
Vn7Z6/B2x4f/w8R6xVfw5w==,game 3,2022-07-18,21.81
dpfu6t8G4blqMn55KM8bSg==,game 3,2022-10-27,27.27
"1jx1AjqUwE9sbCyafQnUNQ==",game 3,2022-06-27,18.03
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,2022-12-22,13.65
Lug+Yg90jslWgHEN6dc+Ng==,game 3,2022-07-02,17.67
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-11-12,52.83
lCD23Awt3KotauWenCRr5w==,game 3,2022-05-21,23.07
v9uJC6CIm0KR00+LpWQUBg==,game 3,2022-06-29,15.96
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-05-23,20.52
+Awa0l8QDZ6iKBSRiA6dRQ==,game 3,2022-11-01,29.64
WDsSR+yQGqoMMBfCxqkZlw==,game 3,2022-11-03,25.83
GOl6BQXsy0zvbvIWIoKEQw==,game 3,2022-11-16,21.33
"06RPvlsFPCmM9ag+iSM/Ag==",game 3,2022-11-15,13.47
er3/fOrRpmyqiRaC0CaFcg==,game 3,2022-11-20,34.35
"2Tm77AxZ7h7oCNKgCgMpnQ==",game 3,2022-11-21,15.99
"8ncYOMYXeKDelzX40EnuLA==",game 3,2022-08-30,38.07
orbgZNBGuhZZx63HTAbyIw==,game 3,2022-06-27,22.98
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,2022-08-27,16.11
ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,2022-06-09,19.26
lCD23Awt3KotauWenCRr5w==,game 3,2022-04-29,21.93
TWDA+aUZ8OPMHOtz5cPPXA==,game 3,2022-05-24,27.42
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-12-28,29.73
Wi8qtp9drPDZD0laCPi2Ng==,game 3,2022-12-14,13.14
cp2QvW7HEEyNYKZRQ+RvyA==,game 3,2022-12-14,23.25
xnLJlU804PSS9tXKmm7gZQ==,game 3,2022-09-17,20.52
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-06-29,13.89
"4btLP2zvi8eBV0t08fdkKQ==",game 3,2022-12-04,25.08
"3rCdNEPkh3vwmYB0BVadEw==",game 3,2022-07-03,21.87
"06RPvlsFPCmM9ag+iSM/Ag==",game 3,2022-06-16,14.91
G073LR6lQoatStpZMzNVOQ==,game 3,2022-11-25,17.22
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,2022-11-07,17.82
/ANyXfGUGtUS/bPw0/nW/w==,game 3,2022-11-22,20.13
MjzYQ3OFStqCMS3HzrxA2g==,game 3,2022-11-29,21.45
SyWxmJ+Ha8K2C9UJt8blVA==,game 3,2022-04-02,16.8
pLOCMIX+imLIzoDehgdOPA==,game 3,2022-05-25,18.78
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,2022-09-24,27.24
"3v8rT35Ra6ui/zatnMoTIw==",game 3,2022-12-11,13.29
p0Ysy5XSVvKlZbKqzjyJgQ==,game 3,2022-07-29,22.02
ojVPXYZw2oeGtcmG7LcLGA==,game 3,2022-06-24,35.79
Krr8Kwf65LaX8LctHRsFWg==,game 3,2022-10-14,13.26
BE42Fj9cBAbbch80IpA8Dw==,game 3,2022-10-17,12.15
Lug+Yg90jslWgHEN6dc+Ng==,game 3,2022-04-07,19.44
+uszcWROLhovU7doCmFOiQ==,game 2,2022-08-23,22.65
UFVjte0RzYKTngAiVvjqPQ==,game 3,2022-12-08,14.07
Veep00i4vvZbTAVD6GMoiA==,game 3,2022-09-22,15.42
wjWDL/+l9D+LVt/9gNMH5Q==,game 3,2022-09-02,27.45
"4btLP2zvi8eBV0t08fdkKQ==",game 3,2022-05-25,14.82
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-07-22,19.92
q8UcdT1sZCl07AqhDVz5ZA==,game 3,2022-08-03,18.0
"3iITAz/ADjFv3PDTgTjxSg==",game 3,2022-08-17,23.28
WSQTlRZJRg4Rb+rqe56nJg==,game 3,2022-09-06,14.01
ytNOQh7e6qNGQNC0T3RBxw==,game 3,2022-08-31,23.73
FfphIhReAA2romBynjqxqw==,game 3,2022-09-14,29.64
xxq2c4woAI3bLul1xOzwtQ==,game 3,2022-12-09,17.49
xSi5UajdkNHXppWOTm6g8w==,game 3,2022-11-30,21.78
"1tIsLi6U0zW1RIuaViNanA==",game 3,2022-12-13,38.82
gPRMy8HkmaiyX+13OxuP/A==,game 3,2022-09-10,13.11
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,2022-11-21,14.16
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-06-21,15.15
"1BBMagZRq/39AV1l2rm4Iw==",game 3,2022-11-30,20.64
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-10-01,23.91
UuQtA3rK0dpF7TttUoIAyg==,game 3,2022-10-30,21.81
RsmjZqhi61Kd7U5ihaXhDw==,game 3,2022-06-21,12.15
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-07-26,30.39
ytNOQh7e6qNGQNC0T3RBxw==,game 3,2022-09-22,27.93
SyWxmJ+Ha8K2C9UJt8blVA==,game 3,2022-10-02,29.67
qmZRB16NnnCdNHWUcSyVDQ==,game 3,2022-07-15,14.94
